Término,TF-IDF Promedio,TF-IDF Máximo,% de Textos
language corpora,0.01503604840772889,0.1458581388008408,50.0
pos tagging,0.014985924195692817,0.17493241690190595,23.333333333333332
ice gb,0.014911962746248387,0.20482035371489846,16.666666666666664
association measure,0.014873692078544064,0.13341970058986252,23.333333333333332
speech act,0.014670814971500029,0.1921556499593003,23.333333333333332
regression model,0.014590756050316744,0.15226326950248623,26.666666666666668
corpus type,0.014563782000577861,0.17009274948380135,33.33333333333333
visualisation technique,0.014532347484020538,0.4222285336891408,10.0
variation change,0.014522879940229818,0.35913345382550305,20.0
time span,0.014504602177653403,0.3150778416954165,26.666666666666668
word word,0.01449786639916999,0.09664636500630934,43.333333333333336
word embedding,0.014388530336944448,0.336142836721506,6.666666666666667
citation analysis,0.014371287241335453,0.4311386172400636,3.3333333333333335
information retrieval,0.014302071779147286,0.32285828363825536,26.666666666666668
word class,0.014094959751404793,0.14855885144130734,40.0
conditional inference tree,0.014000743575058304,0.3718518497387314,13.333333333333334
keyword analysis,0.013992153828211338,0.1386579034166509,30.0
confidence interval,0.013867364671753512,0.22871948672547862,23.333333333333332
multi word,0.013803480203029905,0.11593233510888129,33.33333333333333
corpus researcher,0.013787562617083216,0.1640872943056734,40.0
corpus tool,0.013457131969284886,0.10219745739014267,46.666666666666664
study use,0.013397683008721222,0.1640872943056734,40.0
speech sample,0.013363498312281985,0.2598138256305442,20.0
use corpus,0.013280572753280125,0.0729290694004204,50.0
part of speech,0.013204401491373068,0.10297739579202897,40.0
corpus linguistics methodology,0.013201927699153682,0.3446991481135392,20.0
annotation process,0.013167555161663824,0.253118273932615,20.0
pos tag,0.013146954340937055,0.09076362075392613,33.33333333333333
speaker writer,0.013140787235070957,0.1412514180062344,30.0
frequency of word,0.013122021451870578,0.15886279498434425,40.0
language documentation,0.012901862985095278,0.38705588955285836,3.3333333333333335
pseudo title,0.01274166150011304,0.38224984500339115,3.3333333333333335
degree of freedom,0.012619991658381485,0.09065147538999858,33.33333333333333
character class,0.012616231054060805,0.2656861134266235,10.0
assign label,0.012602093247754988,0.33931599496378956,6.666666666666667
token ratio,0.012518405662905045,0.12884799485649304,30.0
news agency,0.012467397200355345,0.36753479697359775,6.666666666666667
corpus contain,0.01246233110399766,0.10245742434110873,26.666666666666668
use of corpus,0.01230231453697542,0.08688488252042159,36.666666666666664
stefanowitsch gries,0.012271079943065156,0.2900025188959127,10.0
methodology study,0.012255865196242033,0.19360537086602086,16.666666666666664
text text,0.01219269184753398,0.06271943851844021,40.0
speech writing,0.012021835357221138,0.1802423401596256,30.0
word length,0.012016841330096194,0.19911250814133286,23.333333333333332
data structure,0.011846394174473522,0.24606454506048978,13.333333333333334
register analysis,0.011809668936689211,0.26727648212617505,13.333333333333334
software program,0.011784203083691188,0.15588829537832652,20.0
type token ratio,0.011732552926440295,0.12884799485649304,30.0
list of word,0.011727543654656473,0.05928262365509432,40.0
sub corpus,0.01171942779279824,0.13520872189337124,30.0
datum point,0.011713929824762175,0.08507085631246944,43.333333333333336
sub corpora,0.011698315906399272,0.11811410591404817,30.0
language sample,0.011663885344826812,0.12211794026382793,36.666666666666664
word occur,0.011604296465074064,0.06496686115688838,36.666666666666664
speech tagging,0.011598889638182433,0.11218148688222757,33.33333333333333
corpus compiler,0.011591810044525053,0.13518175511971917,30.0
log likelihood,0.011528150167577694,0.10801054659341398,36.666666666666664
word token,0.01149158788016256,0.0569377371226429,33.33333333333333
partial dependence score,0.011491235085087561,0.3447370525526268,3.3333333333333335
corpus time,0.011464354981194379,0.2275514313937149,26.666666666666668
work corpus,0.011429484291169151,0.08937668559257235,33.33333333333333
particle placement,0.011337688502562993,0.2947208218174513,6.666666666666667
corpus metadata,0.011272268137324204,0.16554647162220099,16.666666666666664
datum corpus,0.01116642710412755,0.05707739598785775,46.666666666666664
effect size measure,0.011159466590732992,0.1943492585912052,13.333333333333334
mi score,0.01112135960286609,0.18231020537404946,20.0
language study,0.01102814430600582,0.08555721734403589,36.666666666666664
software package,0.01101621727450655,0.1127117270980479,26.666666666666668
quality of corpus,0.010969276918633251,0.28734843234910934,13.333333333333334
annotation standard,0.010915558370320738,0.28734843234910934,13.333333333333334
variable importance score,0.01089442597044714,0.3073714220022263,6.666666666666667
corpus size,0.010876470328535238,0.07469686983780398,40.0
response variable,0.010828151680838049,0.17564081257270073,6.666666666666667
method corpus,0.010826685999289813,0.20681948886812349,20.0
use of word,0.010806385270763328,0.10259981786414976,33.33333333333333
dimensionality reduction,0.010765174085015502,0.30998098447633976,6.666666666666667
analysis corpus,0.010751851517420075,0.09153719885710587,50.0
word level,0.01075049071093387,0.08688488252042159,36.666666666666664
number of example,0.010749207977635344,0.28734843234910934,13.333333333333334
corpus use,0.010723323455684754,0.07085514285699569,43.333333333333336
function word,0.010681239854751695,0.10441096800135491,33.33333333333333
research study,0.010582406064841435,0.20671118444398273,23.333333333333332
row column,0.0105472908524104,0.1372891658128767,26.666666666666668
word text,0.010530511661154714,0.0587431991698294,43.333333333333336
application of corpus,0.01052310581838004,0.109217112082469,20.0
tag corpus,0.01047436027105113,0.2168328437978206,30.0
word sense,0.010459143614835187,0.16110382716345753,30.0
subordinate clause,0.010441966659923496,0.1766818492435277,26.666666666666668
annotation time,0.010342269808224381,0.28734843234910934,13.333333333333334
twitter datum,0.010305354820713335,0.3091606446214,3.3333333333333335
analysis of corpus,0.01023897605588749,0.09946810890618579,43.333333333333336
effect model,0.010229455009743395,0.09063399938058554,20.0
vector space,0.010191131532201516,0.25177294955165935,10.0
correspondence analysis,0.010166152617520439,0.09063399938058554,20.0
information corpus,0.010151014085112462,0.08141196017588528,36.666666666666664
character vector,0.010150625042276673,0.3045187512683002,3.3333333333333335
social medium platform,0.01009801824230973,0.2756510977301983,6.666666666666667
model selection,0.010092729738238064,0.1252286115228715,16.666666666666664
corpora corpus,0.010070221552919662,0.04343804485129679,46.666666666666664
variety of english,0.010054140176959176,0.05516325841402405,30.0
target discourse,0.00996782895142644,0.26659927335748,6.666666666666667
way corpus,0.009955210288975426,0.08555721734403589,36.666666666666664
language user,0.009909718329337614,0.18090059456918214,20.0
web page,0.00989236658536167,0.12677836763288594,23.333333333333332
sense disambiguation,0.009879612455713229,0.18806340377832823,20.0
language analysis,0.009846478282786616,0.12323773470694412,26.666666666666668
datum analysis,0.009841283876068772,0.14281602550931283,36.666666666666664
number of time,0.00980974457541397,0.14281602550931283,36.666666666666664
word tag,0.009798031098835836,0.12081275603604233,20.0
corpus user,0.009760098579168515,0.05609074344111378,33.33333333333333
discourse marker,0.009725971268088262,0.09251938701744088,23.333333333333332
type of text,0.009704131378885405,0.09246324311836306,26.666666666666668
man woman,0.009603508487594706,0.07086639717107118,30.0
style sheet,0.009591529782072922,0.28774589346218765,3.3333333333333335
corpus retrieval software,0.009529427454641057,0.27725047090781063,6.666666666666667
social media language,0.009524421302351245,0.2756510977301983,6.666666666666667
character string,0.009473433965028503,0.2379968550585065,13.333333333333334
use datum,0.00946457434265986,0.12056258022344793,33.33333333333333
word sequence,0.00945443573328027,0.15150522768398472,23.333333333333332
word occurrence,0.009425903188944299,0.21809419253772008,20.0
different classification approach,0.00942515166286438,0.2827545498859314,3.3333333333333335
mass weight,0.00942515166286438,0.2827545498859314,3.3333333333333335
bar plot,0.009312938246891314,0.2183661489516179,16.666666666666664
file name,0.009310566176580106,0.17252588797916318,23.333333333333332
type of file,0.00929078851769318,0.22331523333587122,10.0
corpus generation,0.009278325640838839,0.2783497692251652,3.3333333333333335
use corpora,0.009213199285964408,0.09356043969599617,30.0
twitter post,0.009138335212290728,0.25187569584281966,10.0
time period,0.0091186255381438,0.09590576651048145,36.666666666666664
type of datum,0.00911746487590462,0.04169938816264054,36.666666666666664
concordance analysis,0.009070090371711486,0.16788130028562978,13.333333333333334
wh clause,0.009067034326830125,0.2115845606849561,6.666666666666667
selection criterion,0.009061088952080944,0.17401479827747007,20.0
mean score,0.009053429041612354,0.265115752211308,6.666666666666667
technique corpus,0.009013807067314175,0.13787965924541565,20.0
text processing,0.008976879005723835,0.20562641048661498,20.0
collection of datum,0.008884480709061475,0.1638955083961705,26.666666666666668
software tool,0.008849997243295911,0.06647266155574616,26.666666666666668
language language,0.008822480262898995,0.08504637474190067,33.33333333333333
translation study,0.008801255853023892,0.10150718420874705,16.666666666666664
corpus software,0.008757848322145404,0.09970899233361925,26.666666666666668
node word,0.008725236999613502,0.06760436094668562,30.0
state of art,0.008667357020718984,0.10999121980753904,26.666666666666668
corpus word,0.008655258927271207,0.05842185729255931,36.666666666666664
datum datum,0.008633349015679252,0.08257607977899281,40.0
level of corpus,0.00860039394740495,0.20197546650248416,10.0
structure of corpus,0.008588436076429081,0.11159389487356902,23.333333333333332
number of occurrence,0.008551482123545317,0.14173279434214237,30.0
difference language,0.008539456244542297,0.08504637474190067,33.33333333333333
area of corpus,0.00849309737458078,0.22331523333587122,10.0
type of corpora,0.008477851127722284,0.0981853652876514,26.666666666666668
time word,0.008426704893975198,0.14919165683240213,33.33333333333333
corpus compilation,0.008404128190928372,0.0696060660582794,26.666666666666668
twitter corpus,0.008364470315616284,0.1556227076112074,13.333333333333334
meta information,0.008308992609453385,0.21001517878369735,16.666666666666664
frequency count,0.008302667220539893,0.04426419992791452,36.666666666666664
frequency distribution,0.008294876241272803,0.06158456072351703,36.666666666666664
error rate,0.00829232403710359,0.13994593352152476,23.333333333333332
language change,0.008266978679534921,0.04837295467856396,40.0
register variation,0.008255089235058945,0.14360648803998513,16.666666666666664
research corpus,0.008216033412668414,0.08504637474190067,33.33333333333333
number of case,0.008161431147325164,0.1267455563589468,26.666666666666668
word appear,0.008140489480547027,0.19360537086602086,16.666666666666664
multi word unit,0.00809582584250539,0.07439592991571269,23.333333333333332
methodology corpus,0.008067348529280462,0.18231020537404946,20.0
word noun,0.008036526595352169,0.19360537086602086,16.666666666666664
mann whitney,0.008030466272756475,0.09145847463115539,13.333333333333334
word character,0.007993150837810697,0.15208528515782055,13.333333333333334
keyword theme,0.007984048467408585,0.23952145402225755,3.3333333333333335
press reportage,0.007954832791184585,0.2147738364393684,10.0
word sample,0.007924601546961535,0.14896025724719889,16.666666666666664
corpus query,0.007920159595567407,0.10436572763606664,20.0
web corpus,0.007901163586736612,0.1285092220287252,30.0
collocation corpus,0.007877459698570337,0.22331523333587122,10.0
language development,0.007874212006011207,0.09339105650276214,13.333333333333334
research collocation,0.007844060641032454,0.2069647161446099,13.333333333333334
word co,0.007816712268291535,0.06311093064210743,36.666666666666664
speech corpus,0.007806528102076234,0.11095589174203567,26.666666666666668
test statistic,0.007763995688753248,0.09764073881073917,16.666666666666664
type of information,0.007756693294857348,0.07828563516860382,23.333333333333332
sequence of word,0.007722654754343209,0.04426419992791452,36.666666666666664
study of kind,0.0077176188547949075,0.2069647161446099,13.333333333333334
newspaper article,0.007717576432613784,0.04308019892840714,33.33333333333333
research method,0.007676260351889477,0.109217112082469,20.0
point time,0.007670364735346383,0.05400527329670699,36.666666666666664
corpus sample,0.007648477039504767,0.06334153185353512,30.0
result discussion,0.007623040620588694,0.109217112082469,20.0
search result,0.007602767589159065,0.061035647095109245,30.0
line word,0.0076013727108526176,0.1791795633700831,13.333333333333334
register study,0.0075896788144147595,0.11535668703933726,10.0
inter rater agreement,0.007570489285454614,0.2271146785636384,3.3333333333333335
data collection,0.007548687233376591,0.0648635823547464,23.333333333333332
portion of corpus,0.00754420026332594,0.21187577704944824,10.0
monitor corpus,0.0075256797355937235,0.09246324311836306,26.666666666666668
lob corpus,0.007482573127629146,0.09846929500032227,23.333333333333332
specialized word list,0.0074752108630697645,0.22425632589209293,3.3333333333333335
corpus approach,0.0074669586192784125,0.10430236092422741,16.666666666666664
corpora contain,0.007443038259859758,0.0788134033393144,26.666666666666668
concordance program,0.007429300423240813,0.16554647162220099,16.666666666666664
speech community,0.007418218083903438,0.11561522482749412,20.0
key item analysis,0.007411413555954794,0.22234240667864383,3.3333333333333335
connection vector,0.007403952290611062,0.22211856871833185,3.3333333333333335
markup language,0.007387996770635024,0.09834800171324598,23.333333333333332
london lund,0.007368807957329496,0.11396916399058626,20.0
study corpus,0.007351762032495946,0.04180945584590203,43.333333333333336
cross tabulation,0.007292263370645204,0.13569026451458957,10.0
frequency of occurrence,0.007282027178192225,0.04305622586419514,36.666666666666664
datum table,0.0072771360273838894,0.06564619666688151,23.333333333333332
work corpus linguistics,0.007276130212598311,0.11149953343409048,13.333333333333334
datum frame,0.007259977727116932,0.20482509373938265,6.666666666666667
information text,0.007252144602323224,0.050500753456577736,33.33333333333333
datum matrix,0.007250158795332018,0.1980434067487726,6.666666666666667
sentence structure,0.00724550719580779,0.14557743263441192,16.666666666666664
type of corpus,0.007234618302313563,0.04252318737095034,33.33333333333333
pos tagger,0.007227266818202375,0.07394128550914532,20.0
data matrix,0.007204207748478213,0.1730939028167658,10.0
row vector,0.007179376666496752,0.18943282384665203,6.666666666666667
structure corpus,0.007170195364788224,0.09882255163545985,26.666666666666668
language learner,0.007166613529180902,0.09834800171324598,23.333333333333332
critical discourse analysis,0.007158712999058196,0.19749668450890367,6.666666666666667
corpus collection,0.00715754523521476,0.11710293430592858,40.0
search engine,0.0071500226061918205,0.11192738692824453,30.0
british library newspapers,0.007141608499825365,0.21424825499476094,3.3333333333333335
variation text length,0.007141608499825365,0.21424825499476094,3.3333333333333335
type of speech,0.007114133577721374,0.13933408751822865,13.333333333333334
regression equation,0.007106381804185172,0.13386975744051274,13.333333333333334
target word,0.007074800947422833,0.14233062780847552,13.333333333333334
correlation coefficient,0.007066197918780255,0.04952172855454813,30.0
need use,0.007066148250048782,0.051615620274757905,26.666666666666668
purpose of study,0.007063199996778564,0.16554647162220099,16.666666666666664
measure of dispersion,0.007061297341346936,0.09616867247159117,23.333333333333332
introduction corpus linguistics,0.007058715151431401,0.059057052957024084,30.0
time corpus,0.007057960281156037,0.04426419992791452,36.666666666666664
speech tag,0.0070524026037247665,0.059057052957024084,30.0
pattern corpus,0.007045991682271215,0.059057052957024084,30.0
sample of speech,0.0070228858351737275,0.1410282407283538,6.666666666666667
transcription convention,0.006996222830907736,0.19095053392824204,10.0
pearson correlation,0.0069813522637273,0.0855549304714979,16.666666666666664
frequency table,0.0069559309693117384,0.03203091833630824,40.0
search word,0.006943779700059513,0.056472239584727815,30.0
second language acquisition,0.00691483244139727,0.060303482331240645,23.333333333333332
word sentence,0.006913863219654491,0.0508443713744545,40.0
target domain,0.00690196127415613,0.13781283250868834,13.333333333333334
tool method,0.006900546811788615,0.18141932676668082,10.0
analysis of datum,0.006896404706071602,0.038126866160529065,46.666666666666664
inclusion corpus,0.0068951492841383445,0.1582702733251488,16.666666666666664
content word,0.0068608655581240095,0.051615620274757905,26.666666666666668
group mean,0.006837637069122152,0.08634835014564793,10.0
cluster structure,0.006821575107590805,0.17221165804241095,6.666666666666667
frequency datum,0.006768775317470782,0.036890283433938964,40.0
corpus search,0.006755237181093399,0.04752102920226966,33.33333333333333
effect plot,0.006719642957365043,0.17564081257270073,6.666666666666667
language text,0.006709248582362701,0.04834262885086293,36.666666666666664
mother tongue,0.006704202751791919,0.11180997741563763,16.666666666666664
example section,0.006698837711932506,0.17510464697783695,16.666666666666664
area of linguistics,0.006691381515118641,0.04671413643871998,26.666666666666668
research hypothesis,0.006640830632528655,0.10849104691280818,6.666666666666667
grammar book,0.006638120843272482,0.12948529097131645,6.666666666666667
text genre,0.006624269287748041,0.0977663621720814,20.0
test hypothesis,0.006622950091548064,0.05370127572115251,30.0
difference group,0.006614450973839916,0.0633727781794734,26.666666666666668
level of analysis,0.00658095231102948,0.06893982962270782,20.0
corpus project,0.0065523561930399404,0.14001348398633626,16.666666666666664
coefficient of variation,0.006548024235327158,0.16199839545133257,6.666666666666667
number of token,0.00654685596303613,0.07242603220511246,26.666666666666668
text category,0.006521250151312426,0.05447274777082715,30.0
face face,0.006520806030081445,0.08475745649828906,20.0
size of corpus,0.0065206435783075915,0.08057104808477153,36.666666666666664
concordance search,0.006498652009792603,0.1811441701000843,10.0
number of text,0.006484891535326009,0.06773006063862877,26.666666666666668
learner language,0.0064769465878538445,0.05210110411936059,26.666666666666668
standard reference corpus,0.0064720255141462865,0.18483364727187374,6.666666666666667
form of verb,0.006451763433235248,0.06264658080081294,33.33333333333333
basis vector,0.006438219383140054,0.1931465814942016,3.3333333333333335
information word,0.006427254585359576,0.06760436094668562,30.0
set of word,0.006416001501804833,0.059057052957024084,30.0
research area,0.006396896799612401,0.06703233104591973,23.333333333333332
frequency breakdown,0.006394353188048614,0.19183059564145843,3.3333333333333335
variety of language,0.006388246490605235,0.03576180757993261,30.0
corpus linguistics paper,0.006387238773926868,0.19161716321780603,3.3333333333333335
co citation analysis,0.006387238773926868,0.19161716321780603,3.3333333333333335
book corpus linguistics,0.006383066988437219,0.12398696251756715,13.333333333333334
word order,0.0063765078277705995,0.1063338746302318,26.666666666666668
discourse context,0.006363373824168979,0.13378211504356236,10.0
dispersion measure,0.006328175794703499,0.07258757608664741,20.0
production circumstance,0.006324759941902856,0.1614993618550722,10.0
multimodal corpus,0.006305629340068045,0.18916888020204134,3.3333333333333335
question corpus,0.0062905973712791274,0.06760436094668562,30.0
user of corpus,0.006286595641561531,0.04728804200358864,26.666666666666668
statistical description analysis,0.006276581992749055,0.18829745978247164,3.3333333333333335
line of code,0.006273958558742034,0.11676814266712753,6.666666666666667
regression analysis,0.006267378381319489,0.08789746494377614,13.333333333333334
change language,0.006258629013359097,0.06760436094668562,30.0
component of ice,0.006243666834935589,0.15278059412238326,6.666666666666667
male speaker,0.00623483562233867,0.07514989613787117,20.0
word frequency list,0.006231144407615906,0.06647266155574616,26.666666666666668
head tail,0.00621844805780856,0.1627365703692123,6.666666666666667
input vector,0.006210641160263834,0.12915874353180823,6.666666666666667
annotation tool,0.0062105678518902824,0.07116531390423776,13.333333333333334
precision recall,0.006191937878177869,0.07514989613787117,20.0
example corpus,0.006190922076573285,0.05431952415383434,26.666666666666668
linguistics language technology,0.006185550427225892,0.18556651281677677,3.3333333333333335
training datum,0.006166301935570778,0.14233062780847552,13.333333333333334
word family,0.006163094003980251,0.06579246942398931,13.333333333333334
code file,0.006162119064053266,0.15242797673628478,6.666666666666667
xml tag,0.0061585160381203525,0.08394065014281489,13.333333333333334
unit of analysis,0.006121649443943312,0.08020864995034487,23.333333333333332
open corpus linguistics,0.006121378714136027,0.1836413614240808,3.3333333333333335
use word,0.006120020219683351,0.03865439845694792,30.0
type of language,0.006105188026992964,0.06161886735347206,26.666666666666668
line break,0.006094027591306874,0.12758880371584005,20.0
area of language,0.006083665815917243,0.044513712735303954,30.0
meaning of word,0.006074856558559228,0.0470909342799078,40.0
difference use,0.006051264731162856,0.08874209077600086,30.0
parce que,0.006030455833907719,0.18091367501723155,3.3333333333333335
translation equivalent,0.006009958210518962,0.10245016949884649,13.333333333333334
default setting,0.006008529108467122,0.1131656420227781,10.0
search expression,0.006006472977535132,0.1492522650366905,13.333333333333334
age gender,0.0059929399959910675,0.09125989956477756,23.333333333333332
text language,0.005990163725727124,0.03893286223773432,23.333333333333332
type corpus,0.005965541393744631,0.06893982962270782,20.0
fact corpus,0.005964358625676306,0.054962945173271306,20.0
variation use,0.005955729740462664,0.07522244611618269,16.666666666666664
log odd,0.005951039055154591,0.12447946093277382,10.0
google books,0.005939592607121336,0.08290791275847975,10.0
model model,0.005912698153914612,0.11673643131855797,16.666666666666664
research goal,0.005903090814408542,0.09000866827693045,16.666666666666664
pronoun use,0.005879685653263479,0.14001348398633626,16.666666666666664
computer science,0.005861043275555299,0.08228165863685527,20.0
group variance,0.005840975901556711,0.11432309328894423,13.333333333333334
punctuation mark,0.0058356025362166965,0.10162024779856324,16.666666666666664
target language,0.0058345013749723385,0.08789746494377614,13.333333333333334
vice versa,0.005833489004556076,0.033672662334305596,30.0
corpus language,0.005826561723827993,0.05728688030825755,26.666666666666668
basis function,0.00582058092929358,0.1746174278788074,3.3333333333333335
dialect study,0.005809047212990098,0.17427141638970295,3.3333333333333335
word combination,0.005797786212734631,0.07278871631720596,16.666666666666664
corpus composition,0.0057665303085986845,0.14488483703383984,10.0
ice corpora,0.005765105820038173,0.07961947858184494,13.333333333333334
reference grammar,0.005748037668130871,0.12730035595216135,10.0
distance measure,0.0057429089350222225,0.07321104846632193,16.666666666666664
building corpus,0.005740408669454784,0.09218026940139552,23.333333333333332
trump speak,0.005711779293154121,0.17135337879462362,3.3333333333333335
academic word list,0.00570843924658796,0.09943702758712576,20.0
corpus corpora,0.005705715032639909,0.055169382337520084,26.666666666666668
data space,0.0056734973873080645,0.13776932643392875,6.666666666666667
level of instruction,0.005663706076464987,0.1699111822939496,3.3333333333333335
interaction effect,0.00560998455936705,0.07437036994774628,13.333333333333334
research language,0.0055992061277240655,0.0981853652876514,26.666666666666668
hypothesis generation,0.0055988243437431725,0.15499049223816988,6.666666666666667
find word,0.0055910776512363035,0.054705163889067925,23.333333333333332
corpus consists,0.005579581936999238,0.059057052957024084,30.0
english language corpora,0.005574681268546585,0.13378211504356236,10.0
language description,0.00553530942912803,0.12598545813749154,10.0
factor analysis,0.005520533588848266,0.04764989306780805,23.333333333333332
research article,0.005520056185185617,0.060303482331240645,23.333333333333332
verb noun,0.005505037485364142,0.040145482435922815,26.666666666666668
kind of analysis,0.005503390617147527,0.08257607977899281,40.0
verb particle construction,0.005499366430244962,0.08024573863378576,10.0
annotation of datum,0.005475345575700793,0.14233062780847552,13.333333333333334
example illustrate,0.0054551600574737945,0.044513712735303954,30.0
type of analysis,0.005454431532321866,0.04148177252944435,23.333333333333332
corpus construction,0.005451053981485539,0.10495945014114356,23.333333333333332
use language,0.005424998064814153,0.038153171852896114,36.666666666666664
keyword list,0.005421336802468169,0.0745215150522797,16.666666666666664
target corpus,0.005398722841199433,0.05220454954370956,26.666666666666668
language register,0.005385690335230076,0.13817985459746626,10.0
corpora use,0.005350633894925149,0.04252318737095034,33.33333333333333
feature count,0.0053218678890937935,0.10915779815637418,6.666666666666667
case corpus,0.005311323914689947,0.04509679819977257,30.0
type of annotation,0.005296173965512153,0.03950582974345523,23.333333333333332
phenomenon investigation,0.005274143993347741,0.08497157092185303,10.0
mixed effect model,0.005269051113623618,0.08002616530226096,13.333333333333334
time frame,0.005248326697927335,0.06517011254564951,16.666666666666664
research topic,0.005243405012758128,0.06767145613916468,16.666666666666664
conclusion corpus,0.005237950019696528,0.05898988985476164,13.333333333333334
corpora corpora,0.005236440217665102,0.05021987263652918,33.33333333333333
matukar panau,0.005230484993957545,0.15691454981872635,3.3333333333333335
numeric dependent variable,0.005207684085126207,0.1346503110016561,10.0
content of corpus,0.005190502400832556,0.06854213682887166,20.0
text analysis,0.005185559750169968,0.042331287899142984,26.666666666666668
corpora of language,0.005168888064403303,0.12398696251756715,13.333333333333334
element of vector,0.0051643530916846234,0.1549305927505387,3.3333333333333335
word boundary,0.005150635416558474,0.0812961982388506,16.666666666666664
stage of language,0.005140874717900953,0.0789174686520186,20.0
text corpora,0.005137585860444395,0.02747071504748152,36.666666666666664
mixed effect regression,0.005136601120292104,0.09629711020744333,10.0
verb phrase,0.00512714399999106,0.07887796815942645,10.0
age group,0.00511937707791403,0.09024587277422899,20.0
relationship word,0.005111120481293227,0.07394128550914532,20.0
