Término,TF-IDF Promedio,TF-IDF Máximo
use of corpora,0.014505024339661443,0.16081735614250023
inclusion corpus,0.006890687225814607,0.15980202938379928
study use,0.013081363150091544,0.15952019922872474
production circumstance,0.0062322639775571126,0.15937440618433893
frequency of word,0.012913049483875859,0.15778239419590678
previous case study,0.005546702127251063,0.1568834603639147
element of vector,0.005159395630491578,0.15478186891474735
standard reference corpus,0.0054504844522456925,0.15435212578891325
component of ice,0.0062473158158185445,0.15425922049848362
matukar panau,0.005138118292285215,0.15414354876855643
software program,0.011655025843792707,0.15399215651947254
hypothesis generation,0.005550721379756694,0.15357205713518485
language corpora,0.015193364457919816,0.15319517028336427
corpus contains,0.014905177787515074,0.1529357628162492
open research practice,0.005091169523761772,0.15273508571285316
genre categorization,0.005091169523761772,0.15273508571285316
example section,0.006577126060291006,0.1523635009427209
code file,0.006155187196722171,0.15228165525787518
regression model,0.01457610931228442,0.15197393684948562
word character,0.007914848403199186,0.1514429001771365
word sample,0.007939509372461963,0.15040191000828168
probability ratio,0.005012669055336731,0.15038007166010192
word sense,0.009792197831844575,0.1503796786496044
time word,0.00848876326917938,0.14957908725029045
datum analysis,0.010203536113413443,0.14957908725029045
word sequence,0.009146118096002,0.14951177155502662
search expression,0.005955985503158789,0.14910899204610342
word class,0.013850977318467314,0.14793136157721865
corpus text,0.014689380683977817,0.14542386706391106
annotation of datum,0.00534883957759841,0.14335198035041757
number of time,0.009689501937546587,0.1431868992808025
twitter corpus,0.007509802115603176,0.14292228471319074
sample of speech,0.00704013918515337,0.14239312661398487
cluster analysis corpus,0.005597684044436635,0.1423351784772349
corpus composition,0.005657597350500298,0.14232627228609485
research project,0.017940291623435262,0.14179842174310647
parallel corpora,0.015732613587213642,0.1416935179350165
type of speech,0.007080599633510558,0.14068257721404234
speech category,0.004657654073525422,0.13972962220576265
non corpus,0.0046489228500580316,0.13946768550174093
pronoun use,0.005785977311158827,0.13817123245445173
speaker writer,0.012909314287715567,0.137923801077008
register variation,0.008048958094281255,0.13791221710288626
speech rate,0.004797030293520702,0.1374361166768631
error rate,0.008243829120554427,0.1374053238959278
occurrence of word,0.020458843339912398,0.13730665636616615
word turn,0.004886970693945193,0.13704294792428465
language corpus,0.020837989616343294,0.13662418101506324
data space,0.0056294151958355115,0.13650849523127542
corpus compiler,0.011427220025917109,0.13649005811353684
regression equation,0.007135271221273674,0.13629455551416012
main subordinate clause,0.004824935179223148,0.13523045192307726
cross tabulation,0.007310893510919275,0.1347674564475447
number of occurrence,0.00826544129333894,0.13448741315097
point of view,0.01152493518947349,0.13448741315097
sentence structure,0.006821469175414947,0.13369680809545542
head tail,0.005225315657419636,0.1329654610885461
training datum,0.0058418722285420764,0.13285614903560705
target word,0.006727085550600379,0.13285614903560705
association measure,0.014280567533371369,0.13251233426960746
row column,0.010154650578287442,0.13225777694188323
word phrase,0.023009975932064202,0.1318624017820716
categorical dependent variable,0.004869707548736528,0.13147820370008598
numeric dependent variable,0.005096512565862419,0.13147820370008598
language register,0.0051444215078516,0.1311160997047023
discourse context,0.006182501247868402,0.13005851388611364
english language corpora,0.0050291366471079575,0.13005851388611364
word corpus,0.029877555962928022,0.13003480540695844
text type,0.01795965293160581,0.12897147011367105
example study,0.008161687839363366,0.12888708468413362
number of word,0.0174830297192069,0.1287007454117995
web corpus,0.007848845491581904,0.12826502712692056
function need,0.004269844659717168,0.12809533979151505
input vector,0.006169411166700796,0.1279767142793207
save file,0.005051030387101653,0.12773690297900658
model selection,0.010177675463506723,0.1274968915421367
keyword analysis,0.012928097159525996,0.1273810202638791
line break,0.0059700941955788895,0.12704988812564702
web page,0.009667637753981677,0.12624287520073843
language description,0.005490473159682533,0.12604193856831344
number of case,0.007790408063400515,0.12588357983993462
reference grammar,0.005672076028358354,0.12575194495003297
grammar book,0.006438733378362965,0.12435095241027273
log odd,0.005924731720424387,0.12424292343562533
datum structure,0.004987600447068518,0.12372884489702358
word of corpus,0.004978014579471126,0.12362515934556507
multi cast,0.0041104946338281715,0.12331483901484513
type token ratio,0.01128358823570708,0.12226128468269998
token ratio,0.011978279001592094,0.12226128468269998
interaction corpus,0.004345699618176691,0.12208092505128255
word tag,0.009321962266654608,0.12069678322414498
keyword procedure,0.004454069557062562,0.12067250245436087
corpus collection,0.007301786808479744,0.12063256529494078
language sample,0.011107748998273242,0.12063256529494078
corpora of language,0.00522063013931467,0.12053599302894281
judgement variable,0.004010135244269385,0.12030405732808154
period of english,0.003992578949996091,0.11977736849988273
tyneside speech,0.004413150586162732,0.11944493332736598
data collection,0.008785529069649441,0.11914008600830865
permission use,0.00417119103245818,0.1186609388449874
language usage,0.004260778220781498,0.1186609388449874
contains sample,0.0042397573265647364,0.1186609388449874
corpus project,0.005824712914505745,0.11843248496095862
type token,0.014927652630499584,0.11739312157322804
line of code,0.006264276140659092,0.11654625831764376
proportion of text,0.004722044835144355,0.11654473903297123
corpus driven study,0.004699259617961725,0.11606088891625455
technique corpus,0.008104457749091042,0.11514147354500315
london lund corpus,0.007078578103982913,0.11507216933564729
research domain,0.003827579023765208,0.11482737071295623
round bracket,0.003820406650979165,0.11461219952937494
model model,0.005732742186073548,0.11398634122674763
register study,0.007409353319572037,0.11383886156024209
table case study,0.0037874137800605386,0.11362241340181616
structure of corpus,0.008548496943977885,0.1136152077264027
group variance,0.005763575364879476,0.11354559998009141
language analysis,0.00913821038283914,0.11318026062879064
default setting,0.00600005326334981,0.11305700996978829
target domain,0.006057166867731717,0.11260128425259633
word selection criterion,0.0037487318272320896,0.1124619548169627
representative study,0.004290878933800646,0.11241026406080389
collector vector,0.0037361140772525225,0.11208342231757568
use datum,0.008898736125814802,0.11178712713719842
score group,0.003726123258820337,0.11178369776461011
search engine,0.007051470671837099,0.11171470104602758
reference corpus,0.019834875903337712,0.1115350808685902
multi word,0.013573662633168495,0.11133539707710727
datum object,0.003912931483472309,0.11091315237541127
piece of text,0.0045299650860329815,0.11035157198518813
corpus design,0.01749332461214087,0.1090723169233613
feature count,0.005292601714083221,0.10894425217730222
turn speaker,0.004271761014909176,0.10893807479238153
annotation system,0.004774246056709271,0.10862809213428415
high token frequency,0.004209695747154029,0.10729580654482856
replication crisis,0.0035638186666332398,0.1069145599989972
source domain,0.003550700418806755,0.10652101256420264
ice usa,0.003548959066663192,0.10646877199989575
segment of speech,0.003548959066663192,0.10646877199989575
result discussion,0.00745246936035596,0.10617723664896234
book corpus,0.006475708524706442,0.10617723664896234
research method,0.007546890790272211,0.10617723664896234
application of corpus,0.010311442409131235,0.10617723664896234
mother tongue,0.006472160397915751,0.10609425078290734
speech corpus,0.007309345054355165,0.10577682245864245
state of art,0.008397265769879092,0.10562985832008498
child learner,0.004156632706612966,0.10556663541024669
corpus work,0.00489734423433368,0.10530612103925059
correspondence plot,0.0035088683387357114,0.10526605016207134
graph distance,0.003508614105118108,0.10525842315354324
software package,0.01017349547622454,0.1052088805056702
function word,0.010461213671969945,0.10396995204380746
computer language,0.0037720948984732976,0.10359667406012778
corpus contain,0.012552901241908727,0.10344901788038188
corpus construction,0.005312772025871826,0.10305399292194584
speech tagging,0.01084568379116041,0.10302631700629877
corpus query,0.007449773842806572,0.10252270198155988
register difference,0.004179544257998463,0.10245497540421789
column vector,0.003571339105008839,0.10238137142345656
collocation box,0.003409210090042557,0.1022763027012767
high frequency verb,0.003388887008152993,0.1016666102445898
actual script rstudio,0.0033802936889427582,0.10140881066828275
exercise box,0.0033802936889427582,0.10140881066828275
punctuation mark,0.00569717648872794,0.10119101941626808
error correction,0.004263566310355209,0.10083355085465076
academic word list,0.005655559639975516,0.09973303949532608
sub corpora,0.012017310779337015,0.09863552227952185
matrix verb,0.004443985786075452,0.09847539831439253
translation study,0.008558627194572914,0.09846041855667227
mixed effect regression,0.005173173469095574,0.09804135066767257
regression approach,0.003717757033155065,0.09804135066767257
dimension score,0.0037168018641731237,0.09801269559821434
corpus software,0.008203540914049725,0.09789885309407925
news talk,0.003260357851467795,0.09781073554403384
test statistic,0.007334468243236758,0.09745520060383375
keyword key,0.004073073615130386,0.09732201797185702
speech versus,0.0036396037285451924,0.09732201797185702
translation equivalent,0.005708056913363043,0.09721291629598168
language learner,0.007025906067296853,0.09715175110773033
markup language,0.007308311671569919,0.09715175110773033
multimodal corpora,0.0035562684941813647,0.0971218819313698
structure corpus,0.006973224971854427,0.09649447875340926
number of factor,0.004417854525950383,0.09646132364677378
word word,0.01400067471581155,0.09623814554409552
measure of dispersion,0.007034598018159031,0.095985931504366
use of word,0.0102538342155018,0.0957700875986294
point manifold,0.003189649186471007,0.09568947559413021
datum manifold,0.003189649186471007,0.09568947559413021
building corpus,0.005770127388767976,0.09568785518278922
language method,0.003604005958400334,0.09566172894071141
byu interface,0.0031836722091493045,0.09551016627447913
research language,0.005475408577368676,0.09545254005379576
use corpora,0.009437189889039053,0.09545254005379576
variation language,0.006942322677097871,0.09545254005379576
text of length,0.0036244758827800585,0.09532622065513943
word order,0.008123787146334226,0.09508483615717261
study of language,0.014235059672766375,0.09475875633381975
corpus tool,0.012651852117233754,0.09475875633381975
time period,0.008925183252262499,0.09464386986852846
part of speech,0.012467861910940129,0.09457337496775035
speech community,0.006681575619966819,0.09446451798244375
set of variable,0.00431868472200389,0.09392637227541671
cross tab,0.0035438280203044944,0.09385639079783623
cross tabulation table,0.0035240828227444993,0.09385639079783623
independence of observation,0.004423504785679472,0.09385639079783623
speaker sample,0.00397277150969642,0.09385639079783623
basis normalization,0.0035824807439999665,0.09385639079783623
data object,0.00355997249096726,0.09384959047150183
file manager,0.0035983378010565753,0.09367372885127147
language development,0.007796642267724048,0.09321359359767176
quirk corpus,0.0031053391833302927,0.09316017549990878
stance feature,0.003099281900038688,0.09297845700116064
technology development,0.0030941617329706766,0.0928248519891203
question of nativity,0.0030941617329706766,0.0928248519891203
monitor corpus,0.0074803803266773735,0.09250469523421612
solution workaround,0.0030547017142570627,0.09164105142771188
rissanen problem,0.0030547017142570627,0.09164105142771188
metalinguistic language use,0.0030547017142570627,0.09164105142771188
world englishes,0.003987846485401797,0.09126530490068385
collostruction strength,0.0039029955649743982,0.0911906984342
type of corpora,0.013347235812228318,0.09095634152166261
mann whitney,0.007570772591054746,0.09083647998407313
load corpus file,0.0030244733006329944,0.09073419901898983
recommendation study exploration,0.0030244733006329944,0.09073419901898983
random intercept,0.0036323968453175625,0.0906470898026118
log likelihood,0.010740019685793158,0.09019817398178263
degree of freedom,0.012034966023694891,0.0900349690173515
effect model,0.010209182835232344,0.09001761185951948
correspondence analysis,0.010012742198739233,0.09001761185951948
grammar pattern,0.0044206957159556425,0.08939869515064129
corpora of english,0.004401163770894281,0.08939869515064129
view of language,0.004184075940634818,0.08939869515064129
pos tag,0.012807586650328478,0.08911587778105876
form of analysis,0.003503627505703171,0.08892781925897411
research goal,0.005795644202515831,0.08882436372071896
probability of error,0.003113414748416866,0.08864364072569739
research hypothesis,0.005824639892411256,0.08864364072569739
sub corpus,0.010422183261276537,0.08794454519066858
discourse marker,0.009430088121094323,0.0877897954671835
target language,0.005703233753589175,0.08773044103310283
regression analysis,0.006174527755958376,0.08773044103310283
difference use,0.005933337104505138,0.08757445143141689
word frequency,0.01564917440221036,0.08733246769271438
article type,0.003800842011187162,0.08720914867909023
distance point,0.0038029789703130615,0.08670126671576928
distance vector,0.0028706842678239064,0.08612052803471719
stress function,0.0028706842678239064,0.08612052803471719
revision question,0.0028610894500027454,0.08583268350008236
group mean,0.006485446979907574,0.08576110864843754
research report,0.0033084156325138975,0.08576110864843754
case group,0.0036388302085147706,0.08576110864843754
distance mean,0.0033976380615091946,0.08576110864843754
order determine,0.005377299558827128,0.08563250328402544
age group,0.00490736193259075,0.08563250328402544
matrix row,0.0030597533882768375,0.08531780951954714
domain of interest,0.00327557979256877,0.08531780951954714
word level,0.01025656024108889,0.08530755502475489
use of corpus,0.01232824808446777,0.08530755502475489
comment exercise,0.003253879504354544,0.08515793531933771
zipf law,0.003965568540563754,0.08497308489623134
pearson correlation,0.006938422066607606,0.08497308489623134
th percentile,0.004206444247108033,0.08440311864835598
machine language,0.0034603138403635817,0.0843850388246335
entity use,0.0037207033956319683,0.0843850388246335
type of text,0.009813139222339196,0.08420565567550099
analysis corpus,0.010351025077206083,0.08406681645449711
difference language,0.00809625609159837,0.08401191775742078
symposium presentation,0.002794592444115252,0.08383777332345757
score dataset,0.002794592444115252,0.08383777332345757
face face,0.006436979382533011,0.0836422456655392
frequency change,0.004469690123590581,0.08362810749579555
language structure,0.004920956975844762,0.08362810749579555
work corpus,0.012378673686382239,0.08317587546267449
way corpus,0.010242599272688082,0.08317587546267449
language study,0.010785208451577748,0.08317587546267449
analysis of corpus,0.009551429851274006,0.08306449764143785
transcription of speech,0.0030531479381148627,0.08306265719149117
discourse type,0.003178636158382681,0.08290063494018182
student report,0.003082226927808432,0.08290063494018182
corpus architecture,0.0038798776511154015,0.08282861562375024
pronoun zero,0.0029597786209793983,0.08246167000611786
search pattern,0.004200716230671631,0.08241677289704338
corpus of language,0.003717310023197903,0.08241677289704338
xml tag,0.005675203361826534,0.08241677289704338
effect random,0.0036166281519380197,0.08237772183202045
verb particle construction,0.005517006994375388,0.08237772183202045
way interaction,0.0033045557836812334,0.08237772183202045
computer science,0.005784795054592098,0.08231854625545232
research area,0.009009021620935077,0.0818696720862001
word boundary,0.00506323319187734,0.08095281553301448
historical corpus linguistics,0.004679671098021638,0.08072663969154402
kind of analysis,0.005378143060089295,0.08063074312396824
lob corpus,0.006881554170239815,0.08045527310227098
rank group,0.002897437569944397,0.08044833496957392
information corpus,0.009803168095113042,0.08042171019662718
ice corpora,0.005396384415539312,0.0803900441223099
accuracy rate,0.0035196107998610956,0.0803900441223099
vector element,0.00266865291232323,0.0800595873696969
aspect of script,0.00266865291232323,0.0800595873696969
gender balance,0.0026617192999973936,0.0798515789999218
trump twitter,0.0026617192999973936,0.0798515789999218
ice contains,0.0026617192999973936,0.0798515789999218
corpus designer,0.0034371634807973373,0.07948191998606398
mixed effect model,0.005277103748644056,0.07948191998606398
present study,0.004881170314351573,0.07943405606177568
unit of analysis,0.006053538039406978,0.0791532908232494
lot of information,0.004634228219150049,0.0787491451523435
set of feature,0.004201874432495191,0.0787491451523435
stage of language,0.005115368689423116,0.0787491451523435
google books,0.005427645531646704,0.07866965982282138
childes database,0.0031094227528277074,0.07866965982282138
entity recognition,0.004430461875686949,0.07844173018195735
cross validation,0.0036938563608582427,0.07844173018195735
model prediction,0.003046377147982444,0.07844173018195735
kendall tau,0.0037772597754764992,0.07811628337261699
capital letter,0.003100129303143073,0.0778129105659868
datum datum,0.008931319951157531,0.0774337073466133
size of corpus,0.006909545341093787,0.07729688180659271
exploratory tool,0.0031252063294164327,0.07717606289445662
user chooses,0.0028897888782691275,0.07717606289445662
question corpus,0.00876737806977413,0.07711903939404728
entity corpus,0.0036911551607060407,0.0771066777810601
sentence type,0.004035962892807759,0.0771066777810601
television radio,0.004395368396703588,0.0771066777810601
ad hoc,0.003504317269599756,0.07709686066084681
notion of corpus,0.00466007630426349,0.07709686066084681
cluster tree,0.002775360689878347,0.07678602856759242
document collection,0.0034791307187963154,0.07678602856759242
cluster validation,0.002775360689878347,0.07678602856759242
thing need,0.004607128350665202,0.07656948240205311
dimensionality of datum,0.0025517193491768056,0.07655158047530417
metric square mds,0.0025517193491768056,0.07655158047530417
input space,0.0025517193491768056,0.07655158047530417
tertium comparationis,0.003103650338020183,0.07652938315256913
context menu,0.002546937767319443,0.0764081330195833
lexical constructional bias,0.002545584761880886,0.07636754285642658
lengthwise quantile,0.002545584761880886,0.07636754285642658
bilingualism score,0.002545584761880886,0.07636754285642658
digital humanity corpus,0.002545584761880886,0.07636754285642658
length limit,0.002545584761880886,0.07636754285642658
corpus of tweet,0.002545584761880886,0.07636754285642658
interaction effect,0.0056243951036628655,0.07634625529536194
speaker turn,0.004279055646424166,0.07589835393704084
verb phrase,0.004910670789966398,0.07575030639568656
corpus consultation,0.003611512230545084,0.07571315900992157
text production,0.003000220199201631,0.07534920297499138
helsinki corpus,0.004949728708581666,0.07520095500414084
collocation graph,0.0025063345276683654,0.07519003583005096
comma dash,0.0025063345276683654,0.07519003583005096
base of normalization,0.0025034532687524024,0.07510359806257207
word type,0.01577010152047257,0.07504809953316678
corpus size,0.010673406329293336,0.07491923331259616
unit of measurement,0.0038672773754039815,0.07479977962149456
student presentation,0.0028872264250763458,0.07475069886779163
list element,0.0024907427181683484,0.07472228154505045
datum text,0.004788735825764879,0.07452279573232262
post test,0.00247942552003095,0.0743827656009285
counsel phase,0.00247942552003095,0.0743827656009285
keyword list,0.00532803860312436,0.07420674757192994
size of sample,0.0037336599699961085,0.07355888734396013
corpus example,0.007686673028766781,0.07267193240247449
relationship word,0.004860226534149325,0.07259893895454068
pos tagger,0.006948000931028122,0.07259893895454068
field of study,0.0042641198185440175,0.07259893895454068
dispersion measure,0.006318609792177025,0.07244964422670079
variation use,0.005806513632230513,0.07223973276817852
type ii error,0.003045627173403905,0.07194443881584318
interest context,0.0041858887376297485,0.07194443881584318
number of token,0.006399679338233503,0.07193347419424835
corpus datum annotation,0.0031127014686928175,0.07167599017520879
corpora contain,0.006348777349898806,0.07161855084026438
datum post,0.003035169433925693,0.07146114235659537
language research,0.003638766095465688,0.07146114235659537
small sample size,0.004102572662507146,0.07141818830782094
structure datum,0.004418870630084345,0.07141818830782094
use corpus,0.012915403945408918,0.07089921087155324
section of chapter,0.004666047047425266,0.07081364266809065
change language,0.005852235489311706,0.07079489134481733
type of information,0.007859541293638576,0.07056773049445364
time combination,0.003426798463962905,0.07051948896273488
concordance result,0.0043515326901806435,0.07051948896273488
generation corpus,0.004520649127557739,0.07034128860702117
multiword unit,0.0031762126650325476,0.07008810007745346
natural science mean,0.002328827036762711,0.06986481110288133
corpus compilation,0.00830181541658192,0.06947379970262199
grammaticality judgment,0.003739567406021412,0.06942682939310472
phenomenon investigation,0.004702742031018614,0.06942682939310472
element vector,0.002312832524013466,0.06938497572040399
position of match,0.002312832524013466,0.06938497572040399
vector txt,0.002312832524013466,0.06938497572040399
multi party dialogue,0.0038758474826203733,0.06881104894061624
discussion of language,0.0030847745569871237,0.06881104894061624
research issue,0.0029149828602632677,0.06830331693614526
datum order,0.005829507954394972,0.068203446931869
matrix clause,0.0027444326178699295,0.0681752757561179
quotation mark,0.0029040471375087486,0.06812634825547016
question mark,0.004674114360095712,0.0674606796108454
information word,0.006341401205977375,0.06746016723619015
node word,0.008216164889906046,0.06746016723619015
man woman,0.009225241343706253,0.067243706575485
article english,0.002540089563992305,0.0670402791413116
probability of outcome,0.0025110114211776596,0.0670402791413116
core point,0.0022327544305297048,0.06698263291589114
list of keyword,0.0027847779082178113,0.06696321025849798
feature of interest,0.004807716924464603,0.06684840404772771
word combination,0.005494511555489053,0.06684840404772771
number of text,0.00643942771141408,0.06683889069975114
police boat,0.002218099416664495,0.06654298249993484
conclusion drawn,0.003504296982057677,0.06642807451780353
data annotation,0.00311584485717199,0.06642807451780353
level of granularity,0.002925715095951136,0.06642807451780353
result of comparison,0.0030177994736162524,0.06642807451780353
annotation tool,0.005960201303237272,0.06642807451780353
need of researcher,0.0047814795936060965,0.06642807451780353
time frame,0.00511863849118509,0.06580083562862324
family of method,0.003218077842130934,0.06573910185004299
predictor of interest,0.002864796496291746,0.06573910185004299
consideration of space,0.0029052091708609857,0.06573910185004299
random effect model,0.0041773775433035214,0.06573910185004299
